824,hsa-miR-4700-5p
1650,hsa-miR-661
1837,hsa-miR-4726-5p
935,hsa-miR-1262
2025,hsa-miR-297
188,hsa-miR-3187-5p
908,hsa-miR-4756-5p
1990,hsa-miR-4726-5p
1172,hsa-miR-4775
520,hsa-miR-485-5p
1248,hsa-miR-665
1882,hsa-miR-612
298,hsa-miR-3622b-5p
1805,hsa-miR-4726-5p
377,hsa-miR-877-3p
980,hsa-miR-4733-3p
1112,hsa-miR-485-5p
1715,hsa-miR-6881-3p
869,hsa-miR-4739
567,hsa-miR-6756-5p
1815,hsa-miR-4726-5p
185,hsa-miR-3661
460,hsa-miR-6730-3p
1364,hsa-miR-5193
1650,hsa-miR-939-3p
279,hsa-miR-3620-5p
1574,hsa-miR-6756-3p
655,hsa-miR-6784-5p
463,hsa-miR-1343-3p
1918,hsa-miR-1184
832,hsa-miR-485-5p
220,hsa-miR-3187-5p
835,hsa-miR-6731-5p
167,hsa-miR-1207-5p
465,hsa-miR-7847-3p
2086,hsa-miR-6085
224,hsa-miR-3661
1836,hsa-miR-29c-3p
1889,hsa-miR-4778-3p
1881,hsa-miR-4632-5p
171,hsa-miR-1207-5p
383,hsa-miR-6732-5p
564,hsa-miR-6846-5p
1739,hsa-miR-4739
627,hsa-miR-6756-5p
151,hsa-miR-939-3p
1187,hsa-miR-30b-3p
898,hsa-miR-4640-5p
1202,hsa-miR-877-3p
1494,hsa-miR-5088-3p
167,hsa-miR-3187-5p
1681,hsa-miR-4691-5p
691,hsa-miR-3619-5p
857,hsa-miR-6848-5p
399,hsa-miR-4685-3p
1829,hsa-miR-4726-5p
758,hsa-miR-181b-5p
163,hsa-miR-6860
996,hsa-miR-4733-3p
826,hsa-miR-6855-5p
1180,hsa-miR-6884-5p
1118,hsa-miR-138-5p
225,hsa-miR-939-3p
938,hsa-miR-6776-5p
992,hsa-miR-6798-5p
958,hsa-miR-5001-3p
934,hsa-miR-3192-5p
629,hsa-miR-6791-3p
867,hsa-miR-6856-5p
383,hsa-miR-3180-3p
2026,hsa-miR-4667-3p
742,hsa-miR-212-5p
948,hsa-miR-1236-3p
1821,hsa-miR-1286
1444,hsa-miR-5193
1187,hsa-miR-6884-5p
816,hsa-miR-1226-5p
364,hsa-miR-345-3p
308,hsa-miR-766-3p
250,hsa-miR-6722-3p
1238,hsa-miR-5787
467,hsa-miR-6887-3p
1881,hsa-miR-1291
228,hsa-miR-661
906,hsa-miR-6133
228,hsa-miR-1207-5p
1515,hsa-miR-4691-5p
2007,hsa-miR-4726-5p
1335,hsa-miR-4733-3p
1737,hsa-miR-6780a-5p
167,hsa-miR-3661
1751,hsa-miR-378i
1111,hsa-miR-1273h-5p
752,hsa-miR-4739
1819,hsa-miR-4726-5p
1979,hsa-miR-6797-5p
1239,hsa-miR-4691-5p
566,hsa-miR-6722-3p
462,hsa-miR-378j
2011,hsa-miR-762
1168,hsa-miR-3613-3p
848,hsa-miR-1303
56,hsa-miR-6805-5p
1168,hsa-miR-1303
237,hsa-miR-6827-5p
1125,hsa-miR-4642
589,hsa-miR-7111-5p
1444,hsa-miR-1184
2073,hsa-miR-6883-5p
255,hsa-miR-4739
233,hsa-miR-612
1818,hsa-miR-4530
1718,hsa-miR-6791-3p
1497,hsa-miR-661
2106,hsa-miR-3972
356,hsa-miR-1273h-5p
1997,hsa-miR-4726-5p
238,hsa-miR-3187-5p
1097,hsa-miR-1587
1209,hsa-miR-766-3p
379,hsa-miR-6852-3p
1269,hsa-miR-181b-5p
467,hsa-miR-6860
121,hsa-miR-1273h-5p
1773,hsa-miR-6511a-5p
304,hsa-miR-3182
1952,hsa-miR-612
26,hsa-miR-6742-3p
2038,hsa-miR-6766-5p
1960,hsa-miR-4419b
1206,hsa-miR-1207-5p
1130,hsa-miR-6772-5p
463,hsa-miR-3194-5p
1770,hsa-miR-20a-5p
1291,hsa-miR-4775
1621,hsa-miR-619-5p
906,hsa-miR-6752-5p
1089,hsa-miR-6862-3p
905,hsa-miR-4778-3p
1504,hsa-miR-328-5p
1233,hsa-miR-6756-5p
979,hsa-miR-6753-5p
2030,hsa-miR-7113-3p
573,hsa-miR-6810-5p
1516,hsa-miR-5193
23,hsa-miR-619-5p
161,hsa-miR-939-5p
759,hsa-miR-181d-5p
1454,hsa-miR-6792-3p
384,hsa-miR-6825-5p
2056,hsa-miR-6838-5p
1830,hsa-miR-665
1102,hsa-miR-6829-3p
1770,hsa-miR-20b-5p
1207,hsa-miR-6721-5p
105,hsa-miR-1254
168,hsa-miR-5189-5p
1219,hsa-miR-6803-5p
586,hsa-miR-6797-5p
681,hsa-miR-6870-5p
561,hsa-miR-367-5p
1126,hsa-miR-4659a-3p
1495,hsa-miR-615-5p
9,hsa-miR-6756-5p
185,hsa-miR-1207-5p
1402,hsa-miR-153-5p
694,hsa-miR-3619-5p
670,hsa-miR-1343-3p
1835,hsa-miR-4726-5p
151,hsa-miR-5001-5p
146,hsa-miR-608
814,hsa-miR-1226-5p
1276,hsa-miR-3925-3p
152,hsa-miR-6827-5p
1770,hsa-miR-5095
1168,hsa-miR-3187-5p
1204,hsa-miR-8485
1765,hsa-miR-1277-5p
1495,hsa-miR-637
1349,hsa-miR-4751
1505,hsa-miR-615-5p
1825,hsa-miR-29b-3p
470,hsa-miR-1299
1496,hsa-miR-6798-5p
205,hsa-miR-6827-5p
907,hsa-miR-4487
1168,hsa-miR-1273f
301,hsa-miR-4778-3p
381,hsa-miR-3180
1881,hsa-miR-6727-5p
1346,hsa-miR-4530
859,hsa-miR-6762-5p
1783,hsa-miR-6752-5p
1582,hsa-miR-1285-3p
996,hsa-miR-6836-5p
977,hsa-miR-328-5p
887,hsa-miR-6756-5p
381,hsa-miR-658
383,hsa-miR-6883-5p
1500,hsa-miR-4726-5p
1217,hsa-miR-6848-5p
1008,hsa-miR-4726-5p
983,hsa-miR-4640-5p
835,hsa-miR-7111-5p
984,hsa-miR-4726-5p
1830,hsa-miR-4530
1345,hsa-miR-4733-3p
180,hsa-miR-3661
363,hsa-miR-345-3p
979,hsa-miR-328-5p
157,hsa-miR-5189-5p
938,hsa-miR-4701-3p
180,hsa-miR-5189-5p
1156,hsa-miR-3187-5p
232,hsa-miR-3187-5p
1504,hsa-miR-6873-3p
418,hsa-miR-1273g-3p
731,hsa-miR-6722-3p
1448,hsa-miR-5193
963,hsa-miR-3619-5p
1126,hsa-miR-3137
303,hsa-miR-7113-3p
278,hsa-miR-4685-5p
298,hsa-miR-370-3p
1232,hsa-miR-6787-5p
950,hsa-miR-4498
907,hsa-miR-6797-5p
376,hsa-miR-6747-3p
1800,hsa-miR-4530
378,hsa-miR-7111-3p
298,hsa-miR-6832-3p
1804,hsa-miR-4726-5p
1018,hsa-miR-6836-5p
1174,hsa-miR-3064-3p
466,hsa-miR-6893-5p
2013,hsa-miR-4673
1125,hsa-miR-622
1819,hsa-miR-29a-3p
460,hsa-miR-5698
190,hsa-miR-939-3p
1743,hsa-miR-4700-5p
1005,hsa-miR-4640-5p
1183,hsa-miR-6884-5p
156,hsa-miR-5189-5p
170,hsa-miR-1913
1588,hsa-miR-1273h-5p
1133,hsa-miR-3925-3p
1529,hsa-miR-4753-3p
817,hsa-miR-3065-3p
214,hsa-miR-5100
1127,hsa-miR-6769a-5p
1059,hsa-miR-637
1279,hsa-miR-190a-3p
1299,hsa-miR-30a-3p
103,hsa-miR-4739
975,hsa-miR-4726-5p
441,hsa-miR-637
595,hsa-miR-1273h-5p
1881,hsa-miR-5001-5p
2011,hsa-miR-5787
298,hsa-miR-4799-3p
329,hsa-miR-3652
1497,hsa-miR-6791-5p
998,hsa-miR-6798-5p
1001,hsa-miR-214-3p
154,hsa-miR-1207-5p
936,hsa-miR-5589-5p
1823,hsa-miR-4726-5p
1064,hsa-miR-1224-5p
1866,hsa-miR-1827
1956,hsa-miR-3662
636,hsa-miR-6131
467,hsa-miR-6756-5p
635,hsa-miR-3667-3p
9,hsa-miR-6751-5p
855,hsa-miR-4726-5p
751,hsa-miR-6756-5p
1372,hsa-miR-4437
1006,hsa-miR-29b-3p
1448,hsa-miR-4268
759,hsa-miR-181a-5p
1904,hsa-miR-1281
1816,hsa-miR-1286
764,hsa-miR-181b-5p
203,hsa-miR-6827-5p
322,hsa-miR-6873-3p
168,hsa-miR-4691-5p
1457,hsa-miR-4268
948,hsa-miR-7110-3p
205,hsa-miR-6754-5p
2073,hsa-miR-6722-3p
1121,hsa-miR-4685-5p
751,hsa-miR-637
1364,hsa-miR-6891-3p
386,hsa-miR-2861
26,hsa-miR-1249-5p
57,hsa-miR-6867-3p
1581,hsa-miR-4722-5p
601,hsa-miR-4712-5p
1644,hsa-miR-6851-5p
1458,hsa-miR-1184
1171,hsa-miR-5095
299,hsa-miR-6822-3p
1128,hsa-miR-1262
221,hsa-miR-939-3p
63,hsa-miR-4763-3p
963,hsa-miR-214-3p
624,hsa-miR-6849-3p
1590,hsa-miR-6780a-5p
1124,hsa-miR-138-5p
1004,hsa-miR-3065-3p
95,hsa-miR-1273h-5p
761,hsa-miR-181a-5p
648,hsa-miR-608
1025,hsa-miR-4726-5p
301,hsa-miR-6862-5p
1016,hsa-miR-214-3p
1880,hsa-miR-4498
1030,hsa-miR-6724-5p
80,hsa-miR-1277-5p
1032,hsa-miR-6724-5p
1719,hsa-miR-485-5p
835,hsa-miR-1249-5p
991,hsa-miR-6753-5p
1248,hsa-miR-4459
63,hsa-miR-6756-5p
198,hsa-miR-3661
355,hsa-miR-6893-5p
1581,hsa-miR-30b-3p
308,hsa-miR-326
1416,hsa-miR-4420
1018,hsa-miR-29b-3p
1598,hsa-miR-6888-3p
906,hsa-miR-920
151,hsa-miR-612
1305,hsa-miR-6760-3p
1150,hsa-miR-3925-3p
1460,hsa-miR-1184
184,hsa-miR-3187-5p
938,hsa-miR-6769b-5p
2003,hsa-miR-4640-5p
1155,hsa-miR-5189-5p
567,hsa-miR-4763-3p
462,hsa-miR-663b
1945,hsa-miR-1184
1064,hsa-miR-1295b-5p
1679,hsa-miR-1184
610,hsa-miR-4459
2002,hsa-miR-615-5p
1829,hsa-miR-214-3p
336,hsa-miR-4656
683,hsa-miR-6785-5p
1112,hsa-miR-4419b
929,hsa-miR-7110-3p
1298,hsa-miR-30e-3p
982,hsa-miR-29b-3p
1123,hsa-miR-665
980,hsa-miR-6753-5p
1881,hsa-miR-874-5p
225,hsa-miR-3187-5p
162,hsa-miR-6827-5p
1123,hsa-miR-4725-5p
1173,hsa-miR-23a-3p
325,hsa-miR-485-5p
196,hsa-miR-612
1713,hsa-miR-6881-3p
184,hsa-miR-5100
1495,hsa-miR-484
200,hsa-miR-3661
840,hsa-miR-485-5p
994,hsa-miR-3065-3p
1431,hsa-miR-1184
232,hsa-miR-661
1721,hsa-miR-93-3p
1380,hsa-miR-330-5p
1736,hsa-miR-5787
1865,hsa-miR-3613-3p
597,hsa-miR-3064-5p
1308,hsa-miR-501-5p
1021,hsa-miR-4733-3p
978,hsa-miR-328-5p
1811,hsa-miR-1286
301,hsa-miR-6832-3p
460,hsa-miR-6775-3p
535,hsa-miR-7152-3p
985,hsa-miR-6798-5p
1079,hsa-miR-6809-3p
1595,hsa-miR-145-5p
1584,hsa-miR-6849-3p
419,hsa-miR-1285-3p
1754,hsa-miR-4685-5p
73,hsa-miR-6849-3p
2013,hsa-miR-6722-3p
2030,hsa-miR-4743-3p
562,hsa-miR-6848-5p
2030,hsa-miR-1273f
932,hsa-miR-6731-5p
661,hsa-miR-6852-5p
588,hsa-miR-6825-5p
1993,hsa-miR-6886-3p
578,hsa-miR-619-5p
222,hsa-miR-3661
1126,hsa-miR-4685-5p
907,hsa-miR-1249-5p
855,hsa-miR-6762-5p
857,hsa-miR-6756-5p
436,hsa-miR-637
366,hsa-miR-619-5p
932,hsa-miR-30c-2-3p
376,hsa-miR-370-5p
1881,hsa-miR-4270
857,hsa-miR-3620-5p
1335,hsa-miR-4640-5p
190,hsa-miR-3677-5p
1120,hsa-miR-6769b-5p
1811,hsa-miR-3065-3p
912,hsa-miR-6780a-5p
185,hsa-miR-4763-3p
314,hsa-miR-4739
936,hsa-miR-6769b-5p
338,hsa-miR-619-5p
165,hsa-miR-661
1817,hsa-miR-4530
1498,hsa-miR-637
202,hsa-miR-762
1189,hsa-miR-6752-5p
983,hsa-miR-615-5p
1497,hsa-miR-5088-3p
1026,hsa-miR-4640-5p
1362,hsa-miR-6848-5p
225,hsa-miR-5189-5p
586,hsa-miR-6782-5p
182,hsa-miR-6860
1840,hsa-miR-3065-3p
900,hsa-miR-6838-5p
1422,hsa-miR-1304-3p
861,hsa-miR-608
836,hsa-miR-6883-5p
670,hsa-miR-6783-3p
1128,hsa-miR-6741-5p
188,hsa-miR-1207-5p
2090,hsa-miR-6085
321,hsa-miR-7703
989,hsa-miR-634
2013,hsa-miR-6721-5p
402,hsa-miR-485-5p
969,hsa-miR-4775
1300,hsa-miR-8065
434,hsa-miR-637
172,hsa-miR-6860
590,hsa-miR-6782-5p
1017,hsa-miR-3619-5p
1737,hsa-miR-619-5p
841,hsa-miR-3192-5p
1161,hsa-miR-149-5p
382,hsa-miR-4646-5p
1579,hsa-miR-190a-3p
19,hsa-miR-619-5p
823,hsa-miR-3135b
828,hsa-miR-3135b
987,hsa-miR-6895-5p
982,hsa-miR-6762-5p
1084,hsa-miR-4789-5p
430,hsa-miR-6852-5p
189,hsa-miR-762
1300,hsa-miR-4768-5p
906,hsa-miR-4756-5p
1949,hsa-miR-1184
222,hsa-miR-1587
675,hsa-miR-6859-3p
375,hsa-miR-877-3p
181,hsa-miR-3661
1127,hsa-miR-7847-3p
918,hsa-miR-4778-3p
2013,hsa-miR-1207-5p
959,hsa-miR-6884-5p
1398,hsa-miR-3913-3p
79,hsa-miR-619-5p
462,hsa-miR-486-3p
938,hsa-miR-6825-5p
112,hsa-miR-3613-3p
474,hsa-miR-485-5p
363,hsa-miR-4310
921,hsa-miR-877-3p
185,hsa-miR-5001-5p
57,hsa-miR-6827-3p
2000,hsa-miR-4640-5p
179,hsa-miR-3187-5p
26,hsa-miR-6795-5p
1904,hsa-miR-939-3p
900,hsa-miR-4459
1295,hsa-miR-665
332,hsa-miR-1304-5p
1449,hsa-miR-1184
180,hsa-miR-2861
807,hsa-miR-1226-5p
62,hsa-miR-4793-3p
355,hsa-miR-8485
57,hsa-miR-340-3p
966,hsa-miR-6884-5p
933,hsa-miR-4701-3p
1369,hsa-miR-5196-5p
225,hsa-miR-2861
1127,hsa-miR-6772-5p
1380,hsa-miR-1184
1394,hsa-miR-149-5p
595,hsa-miR-1273g-3p
1575,hsa-miR-1273g-3p
1127,hsa-miR-4725-5p
1652,hsa-miR-661
586,hsa-miR-6785-5p
218,hsa-miR-4691-5p
1619,hsa-miR-181d-5p
1796,hsa-miR-665
1960,hsa-miR-3929
1587,hsa-miR-4786-5p
224,hsa-miR-6827-5p
57,hsa-miR-297
655,hsa-miR-1908-3p
258,hsa-miR-4739
623,hsa-miR-6849-3p
70,hsa-miR-1273h-5p
868,hsa-miR-6758-5p
495,hsa-miR-7111-5p
991,hsa-miR-6798-5p
1382,hsa-miR-330-5p
1421,hsa-miR-7111-5p
298,hsa-miR-34b-5p
1448,hsa-miR-6792-3p
1915,hsa-miR-765
1449,hsa-miR-6736-3p
301,hsa-miR-6756-3p
274,hsa-miR-619-5p
297,hsa-miR-219a-1-3p
336,hsa-miR-6884-5p
1399,hsa-miR-3192-5p
1612,hsa-miR-181c-5p
1343,hsa-miR-4733-3p
1299,hsa-miR-665
1147,hsa-miR-3925-3p
983,hsa-miR-1286
1044,hsa-miR-8485
512,hsa-miR-5787
1300,hsa-miR-942-5p
835,hsa-miR-4739
422,hsa-miR-4763-3p
1830,hsa-miR-1286
297,hsa-miR-5088-3p
1198,hsa-miR-7110-5p
1216,hsa-miR-608
113,hsa-miR-4651
209,hsa-miR-3187-5p
998,hsa-miR-4640-5p
223,hsa-miR-939-3p
587,hsa-miR-6782-5p
299,hsa-miR-6839-3p
222,hsa-miR-1913
844,hsa-miR-6880-5p
1043,hsa-miR-3130-3p
238,hsa-miR-1207-5p
1119,hsa-miR-6796-5p
990,hsa-miR-4530
1012,hsa-miR-4640-5p
1529,hsa-miR-4778-3p
471,hsa-miR-1909-3p
982,hsa-miR-4640-5p
108,hsa-miR-4763-3p
420,hsa-miR-6884-5p
1439,hsa-miR-4691-5p
1313,hsa-miR-619-5p
200,hsa-miR-6827-5p
985,hsa-miR-6762-5p
183,hsa-miR-1207-5p
1880,hsa-miR-6791-5p
835,hsa-miR-6756-5p
1558,hsa-miR-6813-5p
635,hsa-miR-3663-3p
376,hsa-miR-1972
1217,hsa-miR-6813-5p
936,hsa-miR-6825-5p
1106,hsa-miR-6829-3p
1219,hsa-miR-6813-5p
2074,hsa-miR-6756-5p
1843,hsa-miR-4726-5p
1217,hsa-miR-762
1165,hsa-miR-608
259,hsa-miR-765
1207,hsa-miR-1207-5p
1913,hsa-miR-1273h-5p
1366,hsa-miR-6891-3p
304,hsa-miR-3667-3p
1751,hsa-miR-1915-3p
215,hsa-miR-1587
1373,hsa-miR-4283
158,hsa-miR-3187-5p
736,hsa-miR-6805-3p
201,hsa-miR-3677-5p
1497,hsa-miR-6775-3p
89,hsa-miR-329-3p
1997,hsa-miR-6791-5p
1355,hsa-miR-6797-5p
73,hsa-miR-6780a-5p
1508,hsa-miR-4640-5p
1759,hsa-miR-4290
828,hsa-miR-6855-5p
1710,hsa-miR-4430
1443,hsa-miR-6792-3p
189,hsa-miR-5189-5p
1599,hsa-miR-145-5p
928,hsa-miR-574-5p
181,hsa-miR-1207-5p
976,hsa-miR-4640-5p
1780,hsa-miR-1277-5p
130,hsa-miR-6779-5p
748,hsa-miR-766-3p
2035,hsa-miR-6756-5p
1459,hsa-miR-1184
1500,hsa-miR-665
150,hsa-miR-6756-5p
213,hsa-miR-939-5p
210,hsa-miR-661
1508,hsa-miR-637
149,hsa-miR-6887-5p
776,hsa-miR-4778-3p
384,hsa-miR-6816-5p
1166,hsa-miR-6803-5p
1297,hsa-miR-30e-3p
994,hsa-miR-6845-5p
202,hsa-miR-3187-5p
1410,hsa-miR-6837-5p
2026,hsa-miR-6787-5p
1880,hsa-miR-486-3p
684,hsa-miR-6736-3p
74,hsa-miR-4733-3p
201,hsa-miR-1207-5p
209,hsa-miR-3661
213,hsa-miR-6827-5p
869,hsa-miR-4459
1993,hsa-miR-5088-3p
1029,hsa-miR-1273h-5p
1393,hsa-miR-5001-5p
908,hsa-miR-4728-5p
1365,hsa-miR-5196-3p
1664,hsa-miR-6881-3p
463,hsa-miR-4690-3p
1876,hsa-miR-6797-5p
1587,hsa-miR-665
2075,hsa-miR-939-3p
1986,hsa-miR-619-5p
999,hsa-miR-29a-3p
841,hsa-miR-30b-3p
1858,hsa-miR-1827
1709,hsa-miR-5011-5p
2069,hsa-miR-3620-5p
88,hsa-miR-6883-5p
105,hsa-miR-3116
1504,hsa-miR-661
1921,hsa-miR-3187-5p
1863,hsa-miR-6756-5p
1111,hsa-miR-3929
2041,hsa-miR-6879-5p
1301,hsa-miR-3135a
1940,hsa-miR-612
1078,hsa-miR-6881-3p
262,hsa-miR-4685-3p
1335,hsa-miR-6753-5p
1216,hsa-miR-6816-5p
308,hsa-miR-6726-5p
383,hsa-miR-7106-5p
903,hsa-miR-214-3p
906,hsa-miR-4471
29,hsa-miR-4722-5p
636,hsa-miR-3667-3p
1016,hsa-miR-4733-3p
1593,hsa-miR-6888-3p
1583,hsa-miR-1285-3p
1499,hsa-miR-615-5p
590,hsa-miR-4716-3p
1505,hsa-miR-1972
1582,hsa-miR-1273a
565,hsa-miR-3620-5p
142,hsa-miR-4763-3p
216,hsa-miR-939-3p
1598,hsa-miR-607
853,hsa-miR-6803-5p
391,hsa-miR-3692-3p
1363,hsa-miR-877-3p
199,hsa-miR-5001-5p
564,hsa-miR-3620-5p
383,hsa-miR-658
364,hsa-miR-7157-5p
1375,hsa-miR-30b-3p
2073,hsa-miR-6825-5p
475,hsa-miR-4685-5p
171,hsa-miR-3661
190,hsa-miR-4763-3p
56,hsa-miR-3180
1098,hsa-miR-6787-3p
1295,hsa-miR-6818-5p
566,hsa-miR-6756-5p
189,hsa-miR-6754-5p
906,hsa-miR-7106-5p
590,hsa-miR-6756-5p
1277,hsa-miR-4640-5p
1680,hsa-miR-1184
1581,hsa-miR-6514-3p
2093,hsa-miR-6085
212,hsa-miR-5100
460,hsa-miR-4745-3p
1006,hsa-miR-6895-5p
1485,hsa-miR-6766-5p
1967,hsa-miR-30b-3p
170,hsa-miR-6827-5p
170,hsa-miR-661
1590,hsa-miR-6514-3p
315,hsa-miR-6752-5p
879,hsa-miR-4739
178,hsa-miR-661
905,hsa-miR-6875-3p
1752,hsa-miR-6836-5p
981,hsa-miR-615-5p
567,hsa-miR-6829-5p
304,hsa-miR-6851-3p
1510,hsa-miR-615-5p
1152,hsa-miR-4651
857,hsa-miR-1249-5p
1544,hsa-miR-6867-5p
305,hsa-miR-6881-3p
251,hsa-miR-6722-3p
979,hsa-miR-3619-5p
209,hsa-miR-1207-5p
161,hsa-miR-3661
1390,hsa-miR-3929
1495,hsa-miR-4733-3p
994,hsa-miR-6762-5p
307,hsa-miR-3192-5p
26,hsa-miR-6812-5p
1695,hsa-miR-3619-5p
1981,hsa-miR-1285-3p
1836,hsa-miR-1286
1389,hsa-miR-619-5p
976,hsa-miR-328-5p
979,hsa-miR-6895-5p
1881,hsa-miR-4685-5p
114,hsa-miR-2467-3p
1006,hsa-miR-214-3p
1418,hsa-miR-4691-5p
1734,hsa-miR-3127-5p
520,hsa-miR-6849-3p
304,hsa-miR-646
1406,hsa-miR-4673
1738,hsa-miR-619-5p
622,hsa-miR-6849-3p
235,hsa-miR-3187-5p
1604,hsa-miR-548j-3p
157,hsa-miR-3661
987,hsa-miR-4726-5p
988,hsa-miR-6762-5p
170,hsa-miR-1207-5p
740,hsa-miR-574-5p
1237,hsa-miR-5001-5p
1124,hsa-miR-6840-3p
1869,hsa-miR-1273g-3p
1229,hsa-miR-3196
411,hsa-miR-7851-3p
1130,hsa-miR-4433b-3p
525,hsa-miR-433-3p
1829,hsa-miR-4530
994,hsa-miR-4733-3p
563,hsa-miR-6721-5p
907,hsa-miR-6133
980,hsa-miR-29a-3p
1842,hsa-miR-4530
1479,hsa-miR-3192-5p
304,hsa-miR-219a-1-3p
60,hsa-miR-4775
1188,hsa-miR-4478
166,hsa-miR-1913
185,hsa-miR-6860
167,hsa-miR-939-3p
1289,hsa-miR-181d-5p
382,hsa-miR-3132
1058,hsa-miR-4763-3p
1584,hsa-miR-3187-5p
982,hsa-miR-6836-5p
304,hsa-miR-4778-3p
1961,hsa-miR-3929
564,hsa-miR-6803-5p
937,hsa-miR-1262
466,hsa-miR-7847-3p
1866,hsa-miR-1273g-3p
1811,hsa-miR-214-3p
683,hsa-miR-149-3p
304,hsa-miR-30a-5p
4,hsa-miR-3613-3p
299,hsa-miR-1183
1355,hsa-miR-149-3p
335,hsa-miR-762
983,hsa-miR-6762-5p
1097,hsa-miR-182-3p
2026,hsa-miR-6780a-5p
365,hsa-miR-619-5p
631,hsa-miR-637
1576,hsa-miR-4778-3p
1297,hsa-miR-30a-3p
467,hsa-miR-6754-3p
886,hsa-miR-665
1355,hsa-miR-1249-5p
1569,hsa-miR-1304-3p
161,hsa-miR-5100
1461,hsa-miR-1184
636,hsa-miR-200c-5p
307,hsa-miR-370-3p
748,hsa-miR-1205
1791,hsa-miR-4755-3p
302,hsa-miR-370-3p
1801,hsa-miR-4733-3p
945,hsa-miR-30b-3p
1993,hsa-miR-4640-5p
1298,hsa-miR-655-5p
1611,hsa-miR-181d-5p
514,hsa-miR-4739
1680,hsa-miR-4691-5p
1227,hsa-miR-615-5p
1122,hsa-miR-6741-5p
1277,hsa-miR-328-5p
983,hsa-miR-6836-5p
333,hsa-miR-7160-5p
1348,hsa-miR-4726-5p
2029,hsa-miR-1197
1300,hsa-miR-2682-3p
253,hsa-miR-3613-3p
1832,hsa-miR-1286
420,hsa-miR-485-5p
1990,hsa-miR-4640-5p
1375,hsa-miR-4722-5p
1129,hsa-miR-4433a-3p
1310,hsa-miR-501-5p
1879,hsa-miR-1909-3p
1881,hsa-miR-6756-5p
1880,hsa-miR-328-5p
983,hsa-miR-6794-5p
1129,hsa-miR-6741-5p
1613,hsa-miR-181c-5p
1800,hsa-miR-214-3p
377,hsa-miR-6852-3p
1562,hsa-miR-6836-5p
586,hsa-miR-6883-5p
939,hsa-miR-6756-5p
591,hsa-miR-4728-5p
188,hsa-miR-3661
1849,hsa-miR-1286
490,hsa-miR-4685-5p
871,hsa-miR-4784
1010,hsa-miR-4726-5p
202,hsa-miR-4498
87,hsa-miR-1303
867,hsa-miR-3125
1837,hsa-miR-29a-3p
590,hsa-miR-6883-5p
1009,hsa-miR-3619-5p
648,hsa-miR-6752-5p
298,hsa-miR-135b-3p
1882,hsa-miR-6721-5p
635,hsa-miR-4297
1805,hsa-miR-1286
199,hsa-miR-3187-5p
422,hsa-miR-6756-5p
1584,hsa-miR-3192-5p
441,hsa-miR-4726-5p
655,hsa-miR-4467
1880,hsa-miR-4692
1061,hsa-miR-4763-3p
436,hsa-miR-4726-5p
383,hsa-miR-3196
1121,hsa-miR-1262
938,hsa-miR-5589-5p
429,hsa-miR-6852-5p
1097,hsa-miR-762
801,hsa-miR-1226-5p
